SWV ITM Data Console - ITM Port: 0
voltage, current, omega. 
16013, 0.96, 0.09 
16014, 0.96, 0.09 
16015, 0.96, 0.09 
16016, 0.96, 0.09 
16017, 0.96, 0.09 
16018, 0.96, 0.09 
16019, 0.96, 0.09 
16020, 0.96, 0.09 
16021, 0.96, 0.09 
16022, 0.96, 0.09 
16023, 0.96, 0.09 
16024, 0.96, 0.09 
16025, 0.96, 0.09 
16026, 0.96, 0.09 
16027, 0.96, 0.09 
16028, 0.96, 0.09 
16029, 0.96, 0.09 
16030, 0.96, 0.09 
16031, 0.96, 0.09 
16032, 0.96, 0.09 
16033, 0.96, 0.09 
16034, 0.96, 0.09 
16035, 0.96, 0.09 
16036, 0.96, 0.09 
16037, 0.96, 0.09 
16038, 0.96, 0.09 
16039, 0.96, 0.09 
16040, 0.96, 0.09 
16041, 0.96, 0.09 
16042, 0.96, 0.09 
16043, 0.96, 0.09 
16044, 0.96, 0.09 
16045, 0.96, 0.09 
16046, 0.96, 0.09 
16047, 0.96, 0.09 
16048, 0.96, 0.09 
16049, 0.96, 0.09 
16050, 0.96, 0.09 
16051, 0.96, 0.09 
16052, 0.96, 0.09 
16053, 0.96, 0.09 
16054, 0.96, 0.09 
16055, 0.96, 0.09 
16056, 0.96, 0.09 
16057, 0.96, 0.09 
16058, 0.96, 0.09 
16059, 0.96, 0.09 
16060, 0.96, 0.09 
16061, 0.96, 0.09 
16062, 0.96, 0.09 
16063, 0.96, 0.09 
16064, 0.96, 0.09 
16065, 0.96, 0.09 
16066, 0.96, 0.09 
16067, 0.96, 0.09 
16068, 0.96, 0.09 
16069, 0.96, 0.09 
16070, 0.96, 0.09 
16071, 0.96, 0.09 
16072, 0.96, 0.09 
16073, 0.96, 0.09 
16074, 0.96, 0.09 
16075, 0.96, 0.09 
16076, 0.96, 0.09 
16077, 0.96, 0.09 
16078, 0.96, 0.09 
16079, 0.96, 0.09 
16080, 0.96, 0.09 
16081, 0.96, 0.09 
16082, 0.96, 0.09 
16083, 0.96, 0.09 
16084, 0.96, 0.09 
16085, 0.96, 0.09 
16086, 0.96, 0.09 
16087, 0.96, 0.09 
16088, 0.96, 0.09 
16089, 0.96, 0.09 
16090, 0.96, 0.09 
16091, 0.96, 0.09 
16092, 0.96, 0.09 
16093, 0.96, 0.09 
16094, 0.96, 0.09 
16095, 0.96, 0.09 
16096, 0.96, 0.09 
16097, 0.96, 0.09 
16098, 0.96, 0.09 
16099, 0.96, 0.09 
16100, 0.96, 0.09 
16101, 0.96, 0.09 
16102, 0.96, 0.09 
16103, 0.96, 0.09 
16104, 0.96, 0.09 
16105, 0.96, 0.09 
16106, 0.96, 0.09 
16107, 0.96, 0.09 
16108, 0.96, 0.09 
16109, 0.96, 0.09 
16110, 0.96, 0.09 
16111, 0.96, 0.09 
16112, 0.96, 0.09 
16113, 0.96, 0.09 
16114, 0.96, 0.09 
16115, 0.96, 0.09 
16116, 0.96, 0.09 
16117, 0.96, 0.09 
16118, 0.96, 0.09 
16119, 0.96, 0.09 
16120, 0.96, 0.09 
16121, 0.96, 0.09 
16122, 0.96, 0.09 
16123, 0.96, 0.09 
16124, 0.96, 0.09 
16125, 0.96, 0.09 
16126, 0.96, 0.09 
16127, 0.96, 0.09 
16128, 0.96, 0.09 
16129, 0.96, 0.09 
16130, 0.96, 0.09 
16131, 0.96, 0.09 
16132, 0.96, 0.09 
16133, 0.96, 0.09 
16134, 0.96, 0.09 
16135, 0.96, 0.09 
16136, 0.96, 0.09 
16137, 0.96, 0.09 
16138, 0.96, 0.09 
16139, 0.96, 0.09 
16140, 0.96, 0.09 
16141, 0.96, 0.09 
16142, 0.96, 0.09 
16143, 0.96, 0.09 
16144, 0.96, 0.09 
16145, 0.96, 0.09 
16146, 0.96, 0.09 
16147, 0.96, 0.09 
16148, 0.96, 0.09 
16149, 0.96, 0.09 
16150, 0.96, 0.09 
16151, 0.96, 0.09 
16152, 0.96, 0.09 
16153, 0.96, 0.09 
16154, 0.96, 0.09 
16155, 0.96, 0.09 
16156, 0.96, 0.09 
16157, 0.96, 0.09 
16158, 0.96, 0.09 
16159, 0.96, 0.09 
16160, 0.96, 0.09 
16161, 0.96, 0.09 
16162, 0.96, 0.09 
16163, 0.96, 0.09 
16164, 0.96, 0.09 
16165, 0.96, 0.09 
16166, 0.96, 0.09 
16167, 0.96, 0.09 
16168, 0.96, 0.09 
16169, 0.96, 0.09 
16170, 0.96, 0.09 
16171, 0.96, 0.09 
16172, 0.96, 0.09 
16173, 0.96, 0.09 
16174, 0.96, 0.10 
16175, 0.96, 0.10 
16176, 0.96, 0.10 
16177, 0.96, 0.10 
16178, 0.96, 0.10 
16179, 0.96, 0.10 
16180, 0.96, 0.10 
16181, 0.96, 0.10 
16182, 0.96, 0.10 
16183, 0.96, 0.10 
16184, 0.96, 0.10 
16185, 0.96, 0.10 
16186, 0.96, 0.10 
16187, 0.96, 0.10 
16188, 0.96, 0.10 
16189, 0.96, 0.10 
16190, 0.96, 0.10 
16191, 0.96, 0.10 
16192, 0.96, 0.10 
16193, 0.96, 0.10 
16194, 0.96, 0.10 
16195, 0.96, 0.10 
16196, 0.96, 0.10 
16197, 0.96, 0.10 
16198, 0.96, 0.10 
16199, 0.96, 0.10 
16200, 0.96, 0.10 
16201, 0.96, 0.10 
16202, 0.96, 0.10 
16203, 0.96, 0.10 
16204, 0.96, 0.10 
16205, 0.96, 0.10 
16206, 0.96, 0.10 
16207, 0.96, 0.10 
16208, 0.96, 0.10 
16209, 0.96, 0.10 
16210, 0.96, 0.10 
16211, 0.96, 0.10 
16212, 0.96, 0.10 
16213, 0.96, 0.10 
16214, 0.96, 0.10 
16215, 0.96, 0.10 
16216, 0.96, 0.10 
16217, 0.96, 0.10 
16218, 0.96, 0.10 
16219, 0.96, 0.10 
16220, 0.96, 0.10 
16221, 0.96, 0.10 
16222, 0.96, 0.10 
16223, 0.96, 0.10 
16224, 0.96, 0.10 
16225, 0.96, 0.10 
16226, 0.96, 0.10 
16227, 0.96, 0.10 
16228, 0.96, 0.10 
16229, 0.96, 0.10 
16230, 0.96, 0.10 
16231, 0.96, 0.10 
16232, 0.96, 0.10 
16233, 0.96, 0.10 
16234, 0.96, 0.10 
16235, 0.96, 0.10 
16236, 0.96, 0.10 
16237, 0.96, 0.10 
16238, 0.96, 0.10 
16239, 0.96, 0.10 
16240, 0.96, 0.10 
16241, 0.96, 0.10 
16242, 0.96, 0.10 
16243, 0.96, 0.10 
16244, 0.96, 0.10 
16245, 0.96, 0.10 
16246, 0.96, 0.10 
16247, 0.96, 0.10 
16248, 0.96, 0.10 
16249, 0.96, 0.10 
16250, 0.96, 0.10 
16251, 0.96, 0.10 
16252, 0.96, 0.10 
16253, 0.96, 0.10 
16254, 0.96, 0.10 
16255, 0.96, 0.10 
16256, 0.96, 0.10 
16257, 0.96, 0.10 
16258, 0.96, 0.10 
16259, 0.96, 0.10 
16260, 0.96, 0.10 
16261, 0.96, 0.10 
16262, 0.96, 0.10 
16263, 0.96, 0.10 
16264, 0.96, 0.10 
16265, 0.96, 0.10 
16266, 0.96, 0.10 
16267, 0.96, 0.10 
16268, 0.96, 0.10 
16269, 0.96, 0.10 
16270, 0.96, 0.10 
16271, 0.96, 0.10 
16272, 0.96, 0.10 
16273, 0.96, 0.10 
16274, 0.96, 0.10 
16275, 0.96, 0.10 
16276, 0.96, 0.10 
16277, 0.96, 0.10 
16278, 0.96, 0.10 
16279, 0.96, 0.10 
16280, 0.96, 0.10 
16281, 0.96, 0.10 
16282, 0.96, 0.10 
16283, 0.96, 0.10 
16284, 0.96, 0.10 
16285, 0.96, 0.10 
16286, 0.96, 0.10 
16287, 0.96, 0.10 
16288, 0.96, 0.10 
16289, 0.96, 0.10 
16290, 0.96, 0.10 
16291, 0.96, 0.10 
16292, 0.96, 0.10 
16293, 0.96, 0.10 
16294, 0.96, 0.10 
16295, 0.96, 0.10 
16296, 0.96, 0.10 
16297, 0.96, 0.10 
16298, 0.96, 0.10 
16299, 0.96, 0.10 
16300, 0.96, 0.10 
16301, 0.96, 0.10 
16302, 0.96, 0.10 
16303, 0.96, 0.10 
16304, 0.96, 0.10 
16305, 0.96, 0.10 
16306, 0.96, 0.10 
16307, 0.96, 0.10 
16308, 0.96, 0.10 
16309, 0.96, 0.10 
16310, 0.96, 0.10 
16311, 0.96, 0.10 
16312, 0.96, 0.10 
16313, 0.96, 0.10 
16314, 0.96, 0.10 
16315, 0.96, 0.10 
16316, 0.96, 0.10 
16317, 0.96, 0.10 
16318, 0.96, 0.10 
16319, 0.96, 0.10 
16320, 0.96, 0.10 
16321, 0.96, 0.10 
16322, 0.96, 0.10 
16323, 0.96, 0.10 
16324, 0.96, 0.10 
16325, 0.96, 0.10 
16326, 0.96, 0.10 
16327, 0.96, 0.10 
16328, 0.96, 0.10 
16329, 0.96, 0.10 
16330, 0.96, 0.10 
16331, 0.96, 0.10 
16332, 0.96, 0.10 
16333, 0.96, 0.10 
16334, 0.96, 0.10 
16335, 0.96, 0.10 
16336, 0.96, 0.10 
16337, 0.96, 0.10 
16338, 0.96, 0.10 
16339, 0.96, 0.10 
16340, 0.96, 0.10 
16341, 0.96, 0.10 
16342, 0.96, 0.10 
16343, 0.96, 0.10 
16344, 0.96, 0.10 
16345, 0.96, 0.10 
16346, 0.96, 0.10 
16347, 0.96, 0.10 
16348, 0.96, 0.10 
16349, 0.96, 0.10 
16350, 0.96, 0.10 
16351, 0.96, 0.10 
16352, 0.96, 0.10 
16353, 0.96, 0.10 
16354, 0.96, 0.10 
16355, 0.96, 0.10 
16356, 0.96, 0.10 
16357, 0.96, 0.10 
16358, 0.96, 0.10 
16359, 0.96, 0.10 
16360, 0.96, 0.10 
16361, 0.96, 0.10 
16362, 0.96, 0.10 
16363, 0.96, 0.10 
16364, 0.96, 0.10 
16365, 0.96, 0.10 
16366, 0.96, 0.10 
16367, 0.96, 0.10 
16368, 0.96, 0.10 
16369, 0.96, 0.10 
16370, 0.96, 0.10 
16371, 0.96, 0.10 
16372, 0.96, 0.10 
16373, 0.96, 0.10 
16374, 0.96, 0.10 
16375, 0.96, 0.10 
16376, 0.96, 0.10 
16377, 0.96, 0.10 
16378, 0.96, 0.10 
16379, 0.96, 0.10 
16380, 0.96, 0.10 
16381, 0.96, 0.10 
16382, 0.96, 0.10 
16383, 0.96, 0.10 
16384, 0.96, 0.10 
16385, 0.96, 0.10 
16386, 0.96, 0.10 
16387, 0.96, 0.10 
16388, 0.96, 0.10 
16389, 0.96, 0.10 
16390, 0.96, 0.10 
16391, 0.96, 0.10 
16392, 0.96, 0.10 
16393, 0.96, 0.10 
16394, 0.96, 0.10 
16395, 0.96, 0.10 
16396, 0.96, 0.10 
16397, 0.96, 0.10 
16398, 0.96, 0.10 
16399, 0.96, 0.10 
16400, 0.96, 0.10 
16401, 0.96, 0.10 
16402, 0.96, 0.10 
16403, 0.96, 0.10 
16404, 0.96, 0.10 
16405, 0.96, 0.10 
16406, 0.96, 0.10 
16407, 0.96, 0.10 
16408, 0.96, 0.10 
16409, 0.96, 0.10 
16410, 0.96, 0.10 
16411, 0.96, 0.10 
16412, 0.96, 0.10 
16413, 0.96, 0.10 
16414, 0.96, 0.10 
16415, 0.96, 0.10 
16416, 0.96, 0.10 
16417, 0.96, 0.10 
16418, 0.96, 0.10 
16419, 0.96, 0.10 
16420, 0.96, 0.10 
16421, 0.96, 0.10 
16422, 0.96, 0.10 
16423, 0.96, 0.10 
16424, 0.96, 0.10 
16425, 0.96, 0.10 
16426, 0.96, 0.10 
16427, 0.96, 0.10 
16428, 0.96, 0.10 
16429, 0.96, 0.10 
16430, 0.96, 0.10 
16431, 0.96, 0.10 
16432, 0.96, 0.10 
16433, 0.96, 0.10 
16434, 0.96, 0.10 
16435, 0.96, 0.10 
16436, 0.96, 0.10 
16437, 0.96, 0.10 
16438, 0.96, 0.10 
16439, 0.96, 0.10 
16440, 0.96, 0.10 
16441, 0.96, 0.10 
16442, 0.96, 0.10 
16443, 0.96, 0.10 
16444, 0.96, 0.10 
16445, 0.96, 0.10 
16446, 0.96, 0.10 
16447, 0.96, 0.10 
16448, 0.96, 0.10 
16449, 0.96, 0.10 
16450, 0.96, 0.10 
16451, 0.96, 0.10 
16452, 0.96, 0.10 
16453, 0.96, 0.10 
16454, 0.96, 0.10 
16455, 0.96, 0.10 
16456, 0.96, 0.10 
16457, 0.96, 0.10 
16458, 0.96, 0.10 
16459, 0.96, 0.10 
16460, 0.96, 0.10 
16461, 0.96, 0.10 
16462, 0.96, 0.10 
16463, 0.96, 0.10 
16464, 0.96, 0.10 
16465, 0.96, 0.10 
16466, 0.96, 0.10 
16467, 0.96, 0.10 
16468, 0.96, 0.10 
16469, 0.96, 0.10 
16470, 0.96, 0.10 
16471, 0.96, 0.10 
16472, 0.96, 0.10 
16473, 0.96, 0.10 
16474, 0.96, 0.10 
16475, 0.96, 0.10 
16476, 0.96, 0.10 
16477, 0.96, 0.10 
16478, 0.96, 0.10 
16479, 0.96, 0.10 
16480, 0.96, 0.10 
16481, 0.96, 0.10 
16482, 0.96, 0.10 
16483, 0.96, 0.10 
16484, 0.96, 0.10 
16485, 0.96, 0.10 
16486, 0.96, 0.10 
16487, 0.96, 0.10 
16488, 0.96, 0.10 
16489, 0.96, 0.10 
16490, 0.96, 0.10 
16491, 0.96, 0.10 
16492, 0.96, 0.10 
16493, 0.96, 0.10 
16494, 0.96, 0.10 
16495, 0.96, 0.10 
16496, 0.96, 0.10 
16497, 0.96, 0.10 
16498, 0.96, 0.10 
16499, 0.96, 0.10 
16500, 0.96, 0.10 
16501, 0.96, 0.10 
16502, 0.96, 0.10 
16503, 0.96, 0.10 
16504, 0.96, 0.10 
16505, 0.96, 0.10 
16506, 0.96, 0.10 
16507, 0.96, 0.10 
16508, 0.96, 0.10 
16509, 0.96, 0.10 
16510, 0.96, 0.10 
16511, 0.96, 0.10 
16512, 0.96, 0.10 
16513, 0.96, 0.10 
16514, 0.96, 0.10 
16515, 0.96, 0.10 
16516, 0.96, 0.10 
16517, 0.96, 0.10 
16518, 0.96, 0.10 
16519, 0.96, 0.10 
16520, 0.96, 0.10 
16521, 0.96, 0.10 
16522, 0.96, 0.10 
16523, 0.96, 0.10 
16524, 0.96, 0.10 
16525, 0.96, 0.10 
16526, 0.96, 0.10 
16527, 0.96, 0.10 
16528, 0.96, 0.10 
16529, 0.96, 0.10 
16530, 0.96, 0.10 
16531, 0.96, 0.10 
16532, 0.96, 0.10 
16533, 0.96, 0.10 
16534, 0.96, 0.10 
16535, 0.96, 0.10 
16536, 0.96, 0.10 
16537, 0.96, 0.10 
16538, 0.96, 0.10 
16539, 0.96, 0.10 
16540, 0.96, 0.10 
16541, 0.96, 0.10 
16542, 0.96, 0.10 
16543, 0.96, 0.10 
16544, 0.96, 0.10 
16545, 0.96, 0.10 
16546, 0.96, 0.10 
16547, 0.96, 0.10 
16548, 0.96, 0.10 
16549, 0.96, 0.10 
16550, 0.96, 0.10 
16551, 0.96, 0.10 
16552, 0.96, 0.10 
16553, 0.96, 0.10 
16554, 0.96, 0.10 
16555, 0.96, 0.10 
16556, 0.96, 0.10 
16557, 0.96, 0.10 
16558, 0.96, 0.10 
16559, 0.96, 0.10 
16560, 0.96, 0.10 
16561, 0.96, 0.10 
16562, 0.96, 0.10 
16563, 0.96, 0.10 
16564, 0.96, 0.10 
16565, 0.96, 0.10 
16566, 0.96, 0.10 
16567, 0.96, 0.10 
16568, 0.96, 0.10 
16569, 0.96, 0.10 
16570, 0.96, 0.10 
16571, 0.96, 0.10 
16572, 0.96, 0.10 
16573, 0.96, 0.10 
16574, 0.96, 0.10 
16575, 0.96, 0.10 
16576, 0.96, 0.10 
16577, 0.96, 0.10 
16578, 0.96, 0.10 
16579, 0.96, 0.10 
16580, 0.96, 0.10 
16581, 0.96, 0.10 
16582, 0.96, 0.10 
16583, 0.96, 0.10 
16584, 0.96, 0.10 
16585, 0.96, 0.10 
16586, 0.96, 0.10 
16587, 0.96, 0.10 
16588, 0.96, 0.10 
16589, 0.96, 0.10 
16590, 0.96, 0.10 
16591, 0.96, 0.10 
16592, 0.96, 0.10 
16593, 0.96, 0.10 
16594, 0.96, 0.10 
16595, 0.96, 0.10 
16596, 0.96, 0.10 
16597, 0.96, 0.10 
16598, 0.96, 0.10 
16599, 0.96, 0.10 
16600, 0.96, 0.10 
16601, 0.96, 0.10 
16602, 0.96, 0.10 
16603, 0.96, 0.10 
16604, 0.96, 0.10 
16605, 0.96, 0.10 
16606, 0.96, 0.10 
16607, 0.96, 0.10 
16608, 0.96, 0.10 
16609, 0.96, 0.10 
16610, 0.96, 0.10 
16611, 0.96, 0.10 
16612, 0.96, 0.10 
16613, 0.96, 0.10 
16614, 0.96, 0.10 
16615, 0.96, 0.10 
16616, 0.96, 0.10 
16617, 0.96, 0.10 
16618, 0.96, 0.10 
16619, 0.96, 0.10 
16620, 0.96, 0.10 
16621, 0.96, 0.10 
16622, 0.96, 0.10 
16623, 0.96, 0.10 
16624, 0.96, 0.10 
16625, 0.96, 0.10 
16626, 0.96, 0.10 
16627, 0.96, 0.10 
16628, 0.96, 0.10 
16629, 0.96, 0.10 
16630, 0.96, 0.10 
16631, 0.96, 0.10 
16632, 0.96, 0.10 
16633, 0.96, 0.10 
16634, 0.96, 0.10 
16635, 0.96, 0.10 
16636, 0.96, 0.10 
16637, 0.96, 0.10 
16638, 0.96, 0.10 
16639, 0.96, 0.10 
16640, 0.96, 0.10 
16641, 0.96, 0.10 
16642, 0.96, 0.10 
16643, 0.96, 0.10 
16644, 0.96, 0.10 
16645, 0.96, 0.10 
16646, 0.96, 0.10 
16647, 0.96, 0.10 
16648, 0.96, 0.10 
16649, 0.96, 0.10 
16650, 0.96, 0.10 
16651, 0.96, 0.10 
16652, 0.96, 0.10 
16653, 0.96, 0.10 
16654, 0.96, 0.10 
16655, 0.96, 0.10 
16656, 0.96, 0.10 
16657, 0.96, 0.10 
16658, 0.96, 0.10 
16659, 0.96, 0.10 
16660, 0.96, 0.10 
16661, 0.96, 0.10 
16662, 0.96, 0.10 
16663, 0.96, 0.10 
16664, 0.96, 0.10 
16665, 0.96, 0.10 
16666, 0.96, 0.10 
16667, 0.96, 0.10 
16668, 0.96, 0.10 
16669, 0.96, 0.10 
16670, 0.96, 0.10 
16671, 0.96, 0.10 
16672, 0.96, 0.10 
16673, 0.96, 0.10 
16674, 0.96, 0.10 
16675, 0.96, 0.10 
16676, 0.96, 0.10 
16677, 0.96, 0.10 
16678, 0.96, 0.10 
16679, 0.96, 0.10 
16680, 0.96, 0.10 
16681, 0.96, 0.10 
16682, 0.96, 0.10 
16683, 0.96, 0.10 
16684, 0.96, 0.10 
16685, 0.96, 0.10 
16686, 0.96, 0.10 
16687, 0.96, 0.10 
16688, 0.96, 0.10 
16689, 0.96, 0.10 
16690, 0.96, 0.10 
16691, 0.96, 0.10 
16692, 0.96, 0.10 
16693, 0.96, 0.10 
16694, 0.96, 0.10 
16695, 0.96, 0.10 
16696, 0.96, 0.10 
16697, 0.96, 0.10 
16698, 0.96, 0.10 
16699, 0.96, 0.10 
16700, 0.96, 0.10 
16701, 0.96, 0.10 
16702, 0.96, 0.10 
16703, 0.96, 0.10 
16704, 0.96, 0.10 
16705, 0.96, 0.10 
16706, 0.96, 0.10 
16707, 0.96, 0.10 
16708, 0.96, 0.10 
16709, 0.96, 0.10 
16710, 0.96, 0.10 
16711, 0.96, 0.10 
16712, 0.96, 0.10 
16713, 0.96, 0.10 
16714, 0.96, 0.10 
16715, 0.96, 0.10 
16716, 0.96, 0.10 
16717, 0.96, 0.10 
16718, 0.96, 0.10 
16719, 0.96, 0.10 
16720, 0.96, 0.10 
16721, 0.96, 0.10 
16722, 0.96, 0.10 
16723, 0.96, 0.10 
16724, 0.96, 0.10 
16725, 0.96, 0.10 
16726, 0.96, 0.10 
16727, 0.96, 0.10 
16728, 0.96, 0.10 
16729, 0.96, 0.10 
16730, 0.96, 0.10 
16731, 0.96, 0.10 
16732, 0.96, 0.10 
16733, 0.96, 0.10 
16734, 0.96, 0.10 
16735, 0.96, 0.10 
16736, 0.96, 0.10 
16737, 0.96, 0.10 
16738, 0.96, 0.10 
16739, 0.96, 0.10 
16740, 0.96, 0.10 
16741, 0.96, 0.10 
16742, 0.96, 0.10 
16743, 0.96, 0.10 
16744, 0.96, 0.10 
16745, 0.96, 0.10 
16746, 0.96, 0.10 
16747, 0.96, 0.10 
16748, 0.96, 0.10 
16749, 0.96, 0.10 
16750, 0.96, 0.10 
16751, 0.96, 0.10 
16752, 0.96, 0.10 
16753, 0.96, 0.10 
16754, 0.96, 0.10 
16755, 0.96, 0.10 
16756, 0.96, 0.10 
16757, 0.96, 0.10 
16758, 0.96, 0.10 
16759, 0.96, 0.10 
16760, 0.96, 0.10 
16761, 0.96, 0.10 
16762, 0.96, 0.10 
16763, 0.96, 0.10 
16764, 0.96, 0.10 
16765, 0.96, 0.10 
16766, 0.96, 0.10 
16767, 0.96, 0.10 
16768, 0.96, 0.10 
16769, 0.96, 0.10 
16770, 0.96, 0.10 
16771, 0.96, 0.10 
16772, 0.96, 0.10 
16773, 0.96, 0.10 
16774, 0.96, 0.10 
16775, 0.96, 0.10 
16776, 0.96, 0.10 
16777, 0.96, 0.10 
16778, 0.96, 0.10 
16779, 0.96, 0.10 
16780, 0.96, 0.10 
16781, 0.96, 0.10 
16782, 0.96, 0.10 
16783, 0.96, 0.10 
16784, 0.96, 0.10 
16785, 0.96, 0.10 
16786, 0.96, 0.10 
16787, 0.96, 0.10 
16788, 0.96, 0.10 
16789, 0.96, 0.10 
16790, 0.96, 0.10 
16791, 0.96, 0.10 
16792, 0.96, 0.10 
16793, 0.96, 0.10 
16794, 0.96, 0.10 
16795, 0.96, 0.10 
16796, 0.96, 0.10 
16797, 0.96, 0.10 
16798, 0.96, 0.10 
16799, 0.96, 0.10 
16800, 0.96, 0.10 
16801, 0.96, 0.10 
16802, 0.96, 0.10 
16803, 0.96, 0.10 
16804, 0.96, 0.10 
16805, 0.96, 0.10 
16806, 0.96, 0.10 
16807, 0.96, 0.10 
16808, 0.96, 0.10 
16809, 0.96, 0.10 
16810, 0.96, 0.10 
16811, 0.96, 0.10 
16812, 0.96, 0.10 
16813, 0.96, 0.10 
16814, 0.96, 0.10 
16815, 0.96, 0.10 
16816, 0.96, 0.10 
16817, 0.96, 0.10 
16818, 0.96, 0.10 
16819, 0.96, 0.10 
16820, 0.96, 0.10 
16821, 0.96, 0.10 
16822, 0.96, 0.10 
16823, 0.96, 0.10 
16824, 0.96, 0.10 
16825, 0.96, 0.10 
16826, 0.96, 0.10 
16827, 0.96, 0.10 
16828, 0.96, 0.10 
16829, 0.96, 0.10 
16830, 0.96, 0.10 
16831, 0.96, 0.10 
16832, 0.96, 0.10 
16833, 0.96, 0.10 
16834, 0.96, 0.10 
16835, 0.96, 0.10 
16836, 0.96, 0.10 
16837, 0.96, 0.10 
16838, 0.96, 0.10 
16839, 0.96, 0.10 
16840, 0.96, 0.10 
16841, 0.96, 0.10 
16842, 0.96, 0.10 
16843, 0.96, 0.10 
16844, 0.96, 0.10 
16845, 0.96, 0.10 
16846, 0.96, 0.10 
16847, 0.96, 0.10 
16848, 0.96, 0.10 
16849, 0.96, 0.10 
16850, 0.96, 0.10 
16851, 0.96, 0.10 
16852, 0.96, 0.10 
16853, 0.96, 0.10 
16854, 0.96, 0.10 
16855, 0.96, 0.10 
16856, 0.96, 0.10 
16857, 0.96, 0.10 
16858, 0.96, 0.10 
16859, 0.96, 0.10 
16860, 0.96, 0.10 
16861, 0.96, 0.10 
16862, 0.96, 0.10 
16863, 0.96, 0.10 
16864, 0.96, 0.10 
16865, 0.96, 0.10 
16866, 0.96, 0.10 
16867, 0.96, 0.10 
16868, 0.96, 0.10 
16869, 0.96, 0.10 
16870, 0.96, 0.10 
16871, 0.96, 0.10 
16872, 0.96, 0.10 
16873, 0.96, 0.10 
16874, 0.96, 0.10 
16875, 0.96, 0.10 
16876, 0.96, 0.10 
16877, 0.96, 0.10 
16878, 0.96, 0.10 
16879, 0.96, 0.10 
16880, 0.97, 0.10 
16881, 0.97, 0.10 
16882, 0.97, 0.10 
16883, 0.97, 0.10 
16884, 0.97, 0.10 
16885, 0.97, 0.10 
16886, 0.97, 0.10 
16887, 0.97, 0.10 
16888, 0.97, 0.10 
16889, 0.97, 0.10 
16890, 0.97, 0.10 
16891, 0.97, 0.10 
16892, 0.97, 0.10 
16893, 0.97, 0.10 
16894, 0.97, 0.10 
16895, 0.97, 0.10 
16896, 0.97, 0.10 
16897, 0.97, 0.10 
16898, 0.97, 0.10 
16899, 0.97, 0.10 
16900, 0.97, 0.10 
16901, 0.97, 0.10 
16902, 0.97, 0.10 
16903, 0.97, 0.10 
16904, 0.97, 0.10 
16905, 0.97, 0.10 
16906, 0.97, 0.10 
16907, 0.97, 0.10 
16908, 0.97, 0.10 
16909, 0.97, 0.10 
16910, 0.97, 0.10 
16911, 0.97, 0.10 
16912, 0.97, 0.10 
16913, 0.97, 0.10 
16914, 0.97, 0.10 
16915, 0.97, 0.10 
16916, 0.97, 0.10 
16917, 0.97, 0.10 
16918, 0.97, 0.10 
16919, 0.97, 0.10 
16920, 0.97, 0.10 
16921, 0.97, 0.10 
16922, 0.97, 0.10 
16923, 0.97, 0.10 
16924, 0.97, 0.10 
16925, 0.97, 0.10 
16926, 0.97, 0.10 
16927, 0.97, 0.10 
16928, 0.97, 0.10 
16929, 0.97, 0.10 
16930, 0.97, 0.10 
16931, 0.97, 0.10 
16932, 0.97, 0.10 
16933, 0.97, 0.10 
16934, 0.97, 0.10 
16935, 0.97, 0.10 
16936, 0.97, 0.10 
16937, 0.97, 0.10 
16938, 0.97, 0.10 
16939, 0.97, 0.10 
16940, 0.97, 0.10 
16941, 0.97, 0.10 
16942, 0.97, 0.10 
16943, 0.97, 0.10 
16944, 0.97, 0.10 
16945, 0.97, 0.10 
16946, 0.97, 0.10 
16947, 0.97, 0.10 
16948, 0.97, 0.10 
16949, 0.97, 0.10 
16950, 0.97, 0.10 
16951, 0.97, 0.10 
16952, 0.97, 0.10 
16953, 0.97, 0.10 
16954, 0.97, 0.10 
16955, 0.97, 0.10 
16956, 0.97, 0.10 
16957, 0.97, 0.10 
16958, 0.97, 0.10 
16959, 0.97, 0.10 
16960, 0.97, 0.10 
16961, 0.97, 0.10 
16962, 0.97, 0.10 
16963, 0.97, 0.10 
16964, 0.97, 0.10 
16965, 0.97, 0.10 
16966, 0.97, 0.10 
16967, 0.97, 0.10 
16968, 0.97, 0.10 
16969, 0.97, 0.10 
16970, 0.97, 0.10 
16971, 0.97, 0.10 
16972, 0.97, 0.10 
16973, 0.97, 0.10 
16974, 0.97, 0.10 
16975, 0.97, 0.10 
16976, 0.97, 0.10 
16977, 0.97, 0.10 
16978, 0.97, 0.10 
16979, 0.97, 0.10 
16980, 0.97, 0.10 
16981, 0.97, 0.10 
16982, 0.97, 0.10 
16983, 0.97, 0.10 
16984, 0.97, 0.10 
16985, 0.97, 0.10 
16986, 0.97, 0.10 
16987, 0.97, 0.10 
16988, 0.97, 0.10 
16989, 0.97, 0.10 
16990, 0.97, 0.10 
16991, 0.97, 0.10 
16992, 0.97, 0.10 
16993, 0.97, 0.10 
16994, 0.97, 0.10 
16995, 0.97, 0.10 
16996, 0.97, 0.10 
16997, 0.97, 0.10 
16998, 0.97, 0.10 
16999, 0.97, 0.10 
17000, 0.97, 0.10 
17001, 0.97, 0.10 
17002, 0.97, 0.10 
17003, 0.97, 0.10 
17004, 0.97, 0.10 
17005, 0.97, 0.10 
17006, 0.97, 0.10 
17007, 0.97, 0.10 
17008, 0.97, 0.10 
17009, 0.97, 0.10 
